ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
631,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",PDE10A,4958858,AB020593,Q9Y233,PDE10_HUMAN,2OUN; 2OUP; 2OUQ; 2OUR; 2OUS; 2OUU; 2OUV; 2OUY; 2WEY; 2Y0J; 2ZMF; 3SN7; 3SNI; 3SNL; 3UI7; 3UUO; 3WI2; 3WS8; 3WS9; 3WYK; 3WYL; 3WYM; 4AEL; 4AJD; 4AJF; 4AJG; 4AJM; 4BBX; 4DDL; 4DFF; 4FCB; 4FCD; 4HEU; 4HF4; 4LKQ; 4LLJ; 4LLK; 4LLP; 4LLX; 4LM0; 4LM1; 4LM2; 4LM3; 4LM4; 4MRW; 4MRZ; 4MS0; 4MSA; 4MSC; 4MSE; 4MSH; 4MSN; 4MUW; 4MVH; 4P0N; 4P1R; 4PHW; 4TPM; 4TPP; 4WN1; 4XY2; 4YQH; 4YS7; 4ZO5; 5AXP; 5AXQ; 5B4K; 5B4L; 5C1W; 5C28; 5C29; 5C2A; 5C2E; 5C2H; 5DH4; 5DH5; 5EDE; 5EDG; 5EDH; 5EDI; 5I2R; 5K9R; 5SDU; 5SDV; 5SDW; 5SDX; 5SDY; 5SDZ; 5SE0; 5SE1; 5SE2; 5SE3; 5SE4; 5SE5; 5SE6; 5SE7; 5SE8; 5SE9; 5SEA; 5SEB; 5SEC; 5SED; 5SEE; 5SEF; 5SEG; 5SEH; 5SEI; 5SEJ; 5SEK; 5SEL; 5SEM; 5SEN; 5SEO; 5SEP; 5SEQ; 5SER; 5SES; 5SET; 5SEU; 5SEV; 5SEW; 5SEX; 5SEY; 5SEZ; 5SF0; 5SF1; 5SF2; 5SF3; 5SF4; 5SF5; 5SF6; 5SF7; 5SF8; 5SF9; 5SFA; 5SFB; 5SFC; 5SFD; 5SFE; 5SFF; 5SFG; 5SFH; 5SFI; 5SFJ; 5SFK; 5SFL; 5SFM; 5SFN; 5SFO; 5SFP; 5SFQ; 5SFR; 5SFS; 5SFT; 5SFU; 5SFV; 5SFW; 5SFX; 5SFY; 5SFZ; 5SG0; 5SG1; 5SG2; 5SG3; 5SG4; 5SG5; 5SG6; 5SG7; 5SG8; 5SG9; 5SGB; 5SGC; 5SGD; 5SGE; 5SGF; 5SGG; 5SGH; 5SGI; 5SGJ; 5SGK; 5SGL; 5SGM; 5SGN; 5SGO; 5SGP; 5SGQ; 5SGR; 5SGS; 5SGT; 5SGU; 5SGV; 5SGW; 5SGX; 5SGY; 5SGZ; 5SH0; 5SH1; 5SH2; 5SH3; 5SH4; 5SH5; 5SH6; 5SH7; 5SH8; 5SH9; 5SHA; 5SHB; 5SHC; 5SHD; 5SHE; 5SHF; 5SHG; 5SHH; 5SHI; 5SHJ; 5SHK; 5SHL; 5SHM; 5SHN; 5SHO; 5SHP; 5SHQ; 5SHR; 5SHS; 5SHT; 5SHU; 5SHV; 5SHW; 5SHX; 5SHY; 5SHZ; 5SI0; 5SI1; 5SI2; 5SI3; 5SI4; 5SI5; 5SI6; 5SI7; 5SI8; 5SI9; 5SIA; 5SIB; 5SID; 5SIE; 5SIF; 5SIG; 5SIH; 5SII; 5SIJ; 5SIK; 5SIL; 5SIM; 5SIN; 5SIO; 5SIP; 5SIQ; 5SIR; 5SIS; 5SIT; 5SIU; 5SIV; 5SIW; 5SIX; 5SIY; 5SIZ; 5SJ0; 5SJ1; 5SJ2; 5SJ3; 5SJ4; 5SJ5; 5SJ6; 5SJ7; 5SJ8; 5SJ9; 5SJA; 5SJB; 5SJC; 5SJD; 5SJE; 5SJF; 5SJG; 5SJH; 5SJI; 5SJJ; 5SJK; 5SJL; 5SJM; 5SJN; 5SJO; 5SJP; 5SJQ; 5SJR; 5SJS; 5SJT; 5SJU; 5SJV; 5SJW; 5SJX; 5SJY; 5SJZ; 5SK0; 5SK1; 5SK2; 5SK3; 5SK4; 5SK5; 5SK6; 5SK7; 5SK8; 5SK9; 5SKA; 5SKB; 5SKC; 5SKD; 5SKE; 5SKF; 5SKG; 5SKH; 5SKI; 5SKJ; 5SKK; 5SKL; 5SKM; 5SKN; 5SKO; 5SKP; 5SKQ; 5SKR; 5SKS; 5SKT; 5SKU; 5SKV; 5UWF; 5XUI; 5XUJ; 5ZNL; 6IJH; 6IJI; 6KDX; 6KDZ; 6KE0; 6KO0; 6KO1; 6KZE; 6MSA; 6MSC; 7BPI; 7QPF; 7QPM; 7QPQ; 7QPV; 7QQ4; 8DI4; 8XV3; 9JA8,PDE10A,PDE10A,HGNC:8772,Humans,DB00975; DB08387; DB08811; DB08814; DB09283
632,Kappa-type opioid receptor,OPRK1,532060,U11053,P41145,OPRK_HUMAN,4DJH; 6B73; 6VI4; 7T10; 7T11; 7UL2; 7UL3; 7UL5; 7Y1F; 7YIT; 7YMJ; 8DZP; 8DZQ; 8DZR; 8DZS; 8F7W; 8FEG; 8HNN; 8K2W; 8VVE; 8VVF; 8VVG; 9D61,OPRK1,OPRK1,HGNC:8154,Humans,DB00193; DB00295; DB00318; DB00327; DB00454; DB00497; DB00611; DB00647; DB00652; DB00704; DB00844; DB00921; DB01183; DB01209; DB01439; DB01497; DB01535; DB01548; DB01565; DB01571; DB06230; DB06738; DB09209; DB09272; DB11130; DB11691; DB11938
633,DNA polymerase catalytic subunit,,60016,X04370,P09252,DPOL_VZVD,,,,,HHV-3,DB00787
634,Serine/threonine-protein kinase B-raf,BRAF,41387220,M95712,P15056,BRAF_HUMAN,1UWH; 1UWJ; 2FB8; 2L05; 3C4C; 3D4Q; 3IDP; 3II5; 3NY5; 3OG7; 3PPJ; 3PPK; 3PRF; 3PRI; 3PSB; 3PSD; 3Q4C; 3Q96; 3SKC; 3TV4; 3TV6; 4CQE; 4DBN; 4E26; 4E4X; 4EHE; 4EHG; 4FC0; 4FK3; 4G9C; 4G9R; 4H58; 4JVG; 4KSP; 4KSQ; 4MBJ; 4MNE; 4MNF; 4PP7; 4R5Y; 4RZV; 4RZW; 4WO5; 4XV1; 4XV2; 4XV3; 4XV9; 4YHT; 5C9C; 5CSW; 5CSX; 5CT7; 5FD2; 5HI2; 5HID; 5HIE; 5ITA; 5J17; 5J18; 5J2R; 5JRQ; 5JSM; 5JT2; 5VAL; 5VAM; 5VR3; 5VYK; 6B8U; 6CAD; 6N0P; 6N0Q; 6NSQ; 6NYB; 6P3D; 6P7G; 6PP9; 6Q0J; 6Q0K; 6Q0T; 6U2G; 6U2H; 6UAN; 6UUO; 6V2U; 6V2W; 6V34; 6XAG; 6XFP; 6XLO; 7K0V; 7M0T; 7M0U; 7M0V; 7M0W; 7M0X; 7M0Y; 7M0Z; 7MFD; 7MFE; 7MFF; 7P3V; 7SHV; 7ZR0; 7ZR5; 7ZR6; 8C7X; 8C7Y; 8DGS; 8DGT; 8F7O; 8F7P; 8QQG; 9AXX; 9AXY; 9BFB; 9F35,BRAF,BRAF,HGNC:1097,Humans,DB00398; DB06999; DB08881; DB08896; DB08912; DB11718; DB14840
635,Hydroxycarboxylic acid receptor 2,HCAR2,28975188,AY148884,Q8TDS4,HCAR2_HUMAN,7XK2; 7ZL9; 7ZLY; 8H2G; 8I7V; 8I7W; 8IHB; 8IHF; 8IHH; 8IHI; 8IJ3; 8IJA; 8IJB; 8IJD; 8IY9; 8IYH; 8IYW; 8J6I; 8J6J; 8J6L; 8J6P; 8J6Q; 8J6R; 8JER; 8JHN; 8JHY; 8JII; 8JIL; 8JIM; 8JZ7; 8K5B; 8K5C; 8K5D; 8UTD; 9IQT,HCAR2,GPR109A,HGNC:24827,Humans,DB00627; DB08949
637,UMP-CMP kinase,CMPK1,6578133,AF070416,P30085,KCY_HUMAN,1TEV; 7E9V,CMPK1,CMPK,HGNC:18170,Humans,DB00441
640,Glutamate receptor 1,GRIA1,183281,M64752,P42261,GRIA1_HUMAN,6X5Q,GRIA1,GRIA1,HGNC:4571,Humans,DB00753; DB01028; DB01189; DB01236; DB08883
641,"Glutamate receptor ionotropic, NMDA 3A",GRIN3A,20372905,AJ416950,Q8TCU5,NMD3A_HUMAN,8USW; 8USX; 8UUE,GRIN3A,GRIN3A,HGNC:16767,Humans,DB00193; DB00333; DB00392; DB00514; DB00659; DB00721; DB00898; DB00915; DB01043; DB01069; DB01173; DB01221; DB01520; DB01549; DB03575; DB11823
642,72 kDa type IV collagenase,MMP2,180671,J03210,P08253,MMP2_HUMAN,1CK7; 1CXW; 1EAK; 1GEN; 1GXD; 1HOV; 1J7M; 1KS0; 1QIB; 1RTG; 3AYU; 7XGJ; 7XJO; 8H78,MMP2,MMP2,HGNC:7166,Humans,DB00786
644,ATP-sensitive inward rectifier potassium channel 1,KCNJ1,529313,U12541,P48048,KCNJ1_HUMAN,,KCNJ1,KCNJ1,HGNC:6255,Humans,DB00217; DB00222; DB00350; DB00414; DB00867; DB01382; DB08838; DB11148
647,Sodium-dependent dopamine transporter,SLC6A3,553260,M96670,Q01959,SC6A3_HUMAN,8VBY; 8Y2C; 8Y2D; 8Y2E; 8Y2F; 8Y2G; 9EO4,SLC6A3,SLC6A3,HGNC:11049,Humans,DB00182; DB00191; DB00245; DB00422; DB00579; DB00721; DB00745; DB00830; DB00852; DB00907; DB00937; DB00988; DB01105; DB01156; DB01363; DB01442; DB01463; DB01472; DB01576; DB01577; DB03701; DB04947; DB06413; DB06701; DB16629
648,"Glutathione reductase, mitochondrial",GSR,31825,X15722,P00390,GSHR_HUMAN,1ALG; 1BWC; 1DNC; 1GRA; 1GRB; 1GRE; 1GRF; 1GRG; 1GRH; 1GRT; 1GSN; 1K4Q; 1XAN; 2AAQ; 2GH5; 2GRT; 3DJG; 3DJJ; 3DK4; 3DK8; 3DK9; 3GRS; 3GRT; 3SQP; 4GR1; 4GRT; 5GRT,GSR,GSR,HGNC:4623,Humans,DB00262; DB01644
650,5-hydroxytryptamine receptor 7,HTR7,1857143,U68487,P34969,5HT7R_HUMAN,7XTC,HTR7,HTR7,HGNC:5302,Humans,DB00247; DB00477; DB00751; DB00953; DB01049; DB01239; DB06288; DB09068; DB09225; DB11273; DB11274; DB13025; DB13345
651,Interleukin-2 receptor subunit beta,IL2RB,307048,M26062,P14784,IL2RB_HUMAN,2B5I; 2ERJ; 3QAZ; 4GS7; 5M5E; 6E8K; 7S2S,IL2RB,IL2RB,HGNC:6009,Humans,DB00004; DB00041; DB00111; DB16479; DB18740
654,Erythropoietin receptor,EPOR,182245,M60459,P19235,EPOR_HUMAN,1CN4; 1EBA; 1EBP; 1EER; 1ERN; 2JIX; 2MV6; 4Y5V; 4Y5X; 4Y5Y; 6E2Q; 6I4X; 6MOE; 6MOF; 6MOH; 6MOI; 6MOJ; 6MOK; 6MOL; 8VUI; 8VVM; 8VVO,EPOR,EPOR,HGNC:3416,Humans,DB00012; DB00016; DB00678; DB07637; DB08894; DB09107
657,Cytosolic phospholipase A2,PLA2G4A,190007,M72393,P47712,PA24A_HUMAN,1BCI; 1CJY; 1RLW,PLA2G4A,PLA2G4A,HGNC:9035,Humans,DB01103
658,Interleukin-2 receptor subunit alpha,IL2RA,33813,X01057,P01589,IL2RA_HUMAN,1Z92; 2B5I; 2ERJ; 3IU3; 3NFP; 6VWU; 6YIO; 7F9W; 7ZMZ,IL2RA,IL2RA,HGNC:6008,Humans,DB00004; DB00041; DB00074; DB00111
659,5-hydroxytryptamine receptor 1D,HTR1D,177772,M89955,P28221,5HT1D_HUMAN,7E32,HTR1D,HTR1D,HGNC:5289,Humans,DB00216; DB00246; DB00315; DB00320; DB00334; DB00574; DB00669; DB00696; DB00918; DB00952; DB00953; DB00998; DB01049; DB01239; DB11273; DB13025; DB13345
661,Interferon alpha/beta receptor 1,IFNAR1,306914,J03171,P17181,INAR1_HUMAN,3S98; 3SE3; 3SE4; 4PO6; 8Y31,IFNAR1,IFNAR1,HGNC:5432,Humans,DB00008; DB00011; DB00018; DB00022; DB00034; DB00060; DB00068; DB00069; DB00105; DB11976; DB14999; DB15119
663,Retinoic acid receptor alpha,RARA,36157,X06614,P10276,RARA_HUMAN,1DKF; 1DSZ; 3A9E; 3KMR; 3KMZ; 4DQM; 5K13; 6XWG; 7AOS; 7APO; 7QAA; 7WQQ; 9GFE; 9GFI,RARA,RARA,HGNC:9864,Humans,DB00459; DB00523; DB00755; DB00799; DB00926; DB04942
665,Activin receptor type-1B,ACVR1B,402189,Z22536,P36896,ACV1B_HUMAN,7MRZ; 7OLY,ACVR1B,ACVR1B,HGNC:172,Humans,DB12118
666,Neuron-specific vesicular protein calcyon,CALY,6980076,AF225903,Q9NYX4,CALY_HUMAN,,CALY,DRD1IP,HGNC:17938,Humans,DB00831
668,Mineralocorticoid receptor,NR3C2,307166,M16801,P08235,MCR_HUMAN,1Y9R; 1YA3; 2A3I; 2AA2; 2AA5; 2AA6; 2AA7; 2AAX; 2AB2; 2ABI; 2OAX; 3VHU; 3VHV; 3WFF; 3WFG; 4PF3; 4TNT; 4UDA; 4UDB; 5HCV; 5L7E; 5L7G; 5L7H; 5MWP; 5MWY; 6GEV; 6GG8; 6GGG; 6L88,NR3C2,NR3C2,HGNC:7979,Humans,DB00396; DB00421; DB00687; DB00700; DB00860; DB01134; DB01395; DB04630; DB04652; DB13943; DB13944; DB15566; DB16165
672,Potassium voltage-gated channel subfamily KQT member 1,KCNQ1,2465531,AF000571,P51787,KCNQ1_HUMAN,3BJ4; 3HFC; 3HFE; 4UMO; 4V0C; 6MIE; 6UZZ; 6V00; 6V01; 7VUO; 7VVD; 7VVH; 7XNI; 7XNK; 7XNL; 7XNN; 8SIK; 8SIM; 8SIN,KCNQ1,KCNQ1,HGNC:6294,Humans,DB01069; DB04855
674,Myeloid cell surface antigen CD33,CD33,180098,M23197,P20138,CD33_HUMAN,5IHB; 5J06; 5J0B; 6D48; 6D49; 6D4A; 6TL8; 7AW6,CD33,CD33,HGNC:1659,Humans,DB00056
677,5'-AMP-activated protein kinase catalytic subunit alpha-1,PRKAA1,4115829,AB022017,Q13131,AAPK1_HUMAN,4RED; 4RER; 4REW; 5EZV; 6C9F; 6C9G; 6C9H; 6C9J; 7JHG; 7JHH; 7JIJ; 7M74,PRKAA1,PRKAA1,HGNC:9376,Humans,DB00131; DB00914
679,Voltage-dependent calcium channel gamma-1 subunit,CACNG1,306473,L07738,Q06432,CCG1_HUMAN,,CACNG1,CACNG1,HGNC:1405,Humans,DB00228; DB00343; DB00528; DB09235; DB11148
681,RNA-directed RNA polymerase L,L,61991,X57559,P26676,L_PI2HT,,,,,HPIV-2,DB00811
683,Pancreatic triacylglycerol lipase,PNLIP,339597,J05125,P16233,LIPP_HUMAN,1GPL; 1LPA; 1LPB; 1N8S,PNLIP,PNLIP,HGNC:9155,Humans,DB01083; DB02451; DB04233; DB08222
685,Sex hormone-binding globulin,SHBG,296673,X16349,P04278,SHBG_HUMAN,1D2S; 1F5F; 1KDK; 1KDM; 1LHN; 1LHO; 1LHU; 1LHV; 1LHW; 6PYA; 6PYB; 6PYF; 6ULB,SHBG,SHBG,HGNC:10839,Humans,DB00539; DB00675
686,Fusion glycoprotein F0,F,222565,D00334,P13843,FUS_HRSV1,,,,,Human respiratory syncytial virus B (strain 18537),DB00110; DB16258
687,Thyroid hormone receptor alpha,THRA,825639,X55074,P10827,THA_HUMAN,1NAV; 2H77; 2H79; 3HZF; 3ILZ; 3JZB; 4LNW; 4LNX; 7QDT; 8RQO,THRA,THRA,HGNC:11796,Humans,DB00279; DB00451; DB00509; DB01583; DB03604; DB09100
688,Free fatty acid receptor 1,FFAR1,2612946,AF024687,O14842,FFAR1_HUMAN,4PHU; 5KW2; 5TZR; 5TZY; 8EIT; 8EJC; 8EJK; 8T3V; 9K1C,FFAR1,FFAR1,HGNC:4498,Humans,DB00159
689,Fibroblast growth factor 1,FGF1,181942,M13361,P05230,FGF1_HUMAN,1AXM; 1DJS; 1DZC; 1DZD; 1E0O; 1EVT; 1HKN; 1JQZ; 1JT3; 1JT4; 1JT5; 1JT7; 1JTC; 1JY0; 1K5U; 1K5V; 1M16; 1NZK; 1P63; 1PZZ; 1Q03; 1Q04; 1RG8; 1RML; 1RY7; 1YTO; 1Z2V; 1Z4S; 2AFG; 2AQZ; 2AXM; 2ERM; 2HW9; 2HWA; 2HWM; 2HZ9; 2K43; 2K4A; 2K8R; 2KI4; 2KI6; 2NTD; 2Q9X; 2RQ9; 3B9U; 3BA4; 3BA5; 3BA7; 3BAD; 3BAG; 3BAH; 3BAO; 3BAQ; 3BAU; 3BAV; 3BB2; 3CQA; 3CRG; 3CRH; 3CRI; 3CU1; 3FGM; 3FJ8; 3FJ9; 3FJA; 3FJB; 3FJC; 3FJD; 3FJE; 3FJF; 3FJH; 3FJI; 3FJJ; 3FJK; 3HOM; 3JUT; 3K1X; 3O3Q; 3OJ2; 3OJM; 3OJV; 3UD7; 3UD8; 3UD9; 3UDA; 4J23; 4Q91; 4Q9G; 4Q9P; 4QAL; 4QBC; 4QBV; 4QC4; 4QO3; 4XKI; 4YOL,FGF1,FGF1,HGNC:3665,Humans,DB00686; DB01901; DB04409; DB08238; DB10772
690,Lanosterol 14-alpha demethylase,ERG11,755693,L40389,P50859,CP51_CANGA,,,,,Yeast,DB01026; DB06636; DB06820; DB11633
691,Voltage-dependent calcium channel subunit alpha-2/delta-1,CACNA2D1,179762,M76559,P54289,CA2D1_HUMAN,7MIX; 7MIY; 7UHF; 7UHG; 7VFS; 7VFU; 7VFV; 7VFW; 7XLQ; 7YG5; 8E59; 8E5A; 8E5B; 8EPL; 8EPM; 8FHS; 8HLP; 8HMA; 8HMB; 8IF3; 8IF4; 8WE6; 8WE7; 8WE8; 8WE9; 8WEA; 8X90; 8X91; 8X93,CACNA2D1,CACNA2D1,HGNC:1399,Humans,DB00228; DB00230; DB00270; DB00401; DB00622; DB00996; DB01023; DB01054; DB06712; DB08872; DB09235; DB11148
693,"Indoleamine 2,3-dioxygenase 1",IDO1,306956,M34455,P14902,I23O1_HUMAN,2D0T; 2D0U; 4PK5; 4PK6; 4U72; 4U74; 5EK2; 5EK3; 5EK4; 5ETW; 5WHR; 5WMU; 5WMV; 5WMW; 5WMX; 5WN8; 5XE1; 6AZU; 6AZV; 6AZW; 6CXU; 6CXV; 6DPQ; 6DPR; 6E35; 6E40; 6E41; 6E42; 6E43; 6E44; 6E45; 6E46; 6F0A; 6KOF; 6KPS; 6KW7; 6MQ6; 6O3I; 6PU7; 6PZ1; 6R63; 6UBP; 6V52; 6WJY; 6WPE; 6X5Y; 7A62; 7AH4; 7AH5; 7AH6; 7B1O; 7E0O; 7E0P; 7E0Q; 7E0S; 7E0T; 7E0U; 7M63; 7M7D; 7NGE; 7P0N; 7P0R; 7RRB; 7RRC; 7RRD; 7YXT; 7Z2L; 7ZV3; 8ABX; 8FUR; 8I7L; 8U5I; 9ESB; 9ESC; 9ESE; 9ESG,IDO1,INDO,HGNC:6059,Humans,DB00435
694,Beta-2 adrenergic receptor,ADRB2,29371,Y00106,P07550,ADRB2_HUMAN,1GQ4; 2R4R; 2R4S; 2RH1; 3D4S; 3KJ6; 3NY8; 3NY9; 3NYA; 3P0G; 3PDS; 3SN6; 4GBR; 4LDE; 4LDL; 4LDO; 4QKX; 5D5A; 5D5B; 5D6L; 5JQH; 5X7D; 6E67; 6KR8; 6MXT; 6N48; 6NI3; 6OBA; 6PRZ; 6PS0; 6PS1; 6PS2; 6PS3; 6PS4; 6PS5; 6PS6; 7BZ2; 7DHI; 7DHR; 7XK9; 7XKA; 8GDZ; 8GE1; 8GE2; 8GE3; 8GE4; 8GE5; 8GE6; 8GE7; 8GE8; 8GE9; 8GEA; 8GEB; 8GEC; 8GED; 8GEE; 8GEF; 8GEG; 8GEH; 8GEI; 8GEJ; 8GFV; 8GFW; 8GFX; 8GFY; 8GFZ; 8GG0; 8GG1; 8GG2; 8GG3; 8GG4; 8GG5; 8GG6; 8GG7; 8GG8; 8GG9; 8GGA; 8GGB; 8GGC; 8GGE; 8GGF; 8GGI; 8GGJ; 8GGK; 8GGL; 8GGM; 8GGN; 8GGO; 8GGP; 8GGQ; 8GGR; 8GGS; 8GGT; 8GGU; 8GGV; 8GGW; 8GGX; 8GGY; 8GGZ; 8GH0; 8GH1; 8JJ8; 8JJL; 8JJO; 8UHB; 8UNL; 8UNM; 8UNN; 8UNO; 8UNP; 8UNQ; 8UNR; 8UNS; 8UNT; 8UNU; 8UNV; 8UNW; 8UNX; 8UNY; 8UNZ; 8UO0; 8UO1; 8UO2; 8UO3; 8UO4; 8W1V; 8ZBE; 8ZCJ; 9CHU; 9CHV; 9CHX,ADRB2,ADRB2,HGNC:286,Humans,DB00368; DB00373; DB00449; DB00489; DB00521; DB00598; DB00668; DB00816; DB00866; DB00867; DB00871; DB00901; DB00938; DB00960; DB00983; DB01001; DB01049; DB01064; DB01118; DB01136; DB01210; DB01214; DB01274; DB01288; DB01291; DB01359; DB01363; DB01364; DB01366; DB01407; DB01408; DB04846; DB05039; DB05590; DB06262; DB06814; DB08807; DB09080; DB09204; DB09273; DB11124; DB11273; DB11278; DB11587; DB12846; DB13139; DB13345
695,Peptidyl-prolyl cis-trans isomerase FKBP1A,FKBP1A,182628,M34539,P62942,FKB1A_HUMAN,1A7X; 1B6C; 1BKF; 1BL4; 1D6O; 1D7H; 1D7I; 1D7J; 1EYM; 1F40; 1FAP; 1FKB; 1FKD; 1FKF; 1FKG; 1FKH; 1FKI; 1FKJ; 1FKR; 1FKS; 1FKT; 1J4H; 1J4I; 1J4R; 1NSG; 1QPF; 1QPL; 2DG3; 2DG4; 2DG9; 2FAP; 2FKE; 2ND5; 2PPN; 2PPO; 2PPP; 2RSE; 3FAP; 3H9R; 3MDY; 4DH0; 4FAP; 4IPX; 4N19; 4ODP; 4ODQ; 4ODR; 5I7P; 5I7Q; 6I1S; 6M4U; 6OQA; 6VCU; 6YF0; 6YF1; 6YF2; 6YF3; 7EPD; 7U0T; 7U8D; 8CHI; 8CHJ; 8CHK; 8CHL; 8CHM; 8ER6; 8ER7; 8ERA; 8JCU; 8JCV; 8JCW; 8JCX; 8JCY; 8JCZ; 8JD0; 8JD1; 8JD2; 8JD4; 8JGA; 8PDF; 8POD; 8PPZ; 8X6P; 8XI9; 9CHU; 9CHV; 9CHX,FKBP1A,FKBP1A,HGNC:3711,Humans,DB00864; DB01951; DB02311; DB02888; DB03338; DB03621; DB04094; DB08231
699,Voltage-gated inwardly rectifying potassium channel KCNH7,KCNH7,4104136,AF032897,Q9NS40,KCNH7_HUMAN,6Y7Q,KCNH7,KCNH7,HGNC:18863,Humans,DB01069; DB01118
700,"Folylpolyglutamate synthase, mitochondrial",FPGS,292029,M98045,Q05932,FOLC_HUMAN,,FPGS,FPGS,HGNC:3824,Humans,DB06813
702,Acetyl-CoA carboxylase 2,ACACB,2138330,U89344,O00763,ACACB_HUMAN,2DN8; 2HJW; 2KCC; 3FF6; 3GID; 3GLK; 3JRW; 3JRX; 3TDC; 4HQ6; 5KKN,ACACB,ACACB,HGNC:85,Humans,DB02859
704,Tumor necrosis factor,TNF,339741,M16441,P01375,TNFA_HUMAN,1A8M; 1TNF; 2AZ5; 2E7A; 2TUN; 2ZJC; 2ZPX; 3ALQ; 3IT8; 3L9J; 3WD5; 4G3Y; 4TSV; 4TWT; 4Y6O; 5M2I; 5M2J; 5M2M; 5MU8; 5TSW; 5UUI; 5WUX; 5YOY; 6OOY; 6OOZ; 6OP0; 6RMJ; 6X81; 6X82; 6X83; 6X85; 6X86; 7ASY; 7AT7; 7ATB; 7JRA; 7KP9; 7KPA; 7KPB; 7QLF; 7TA3; 7TA6; 8Z8M,TNF,TNF,HGNC:11892,Humans,DB00005; DB00051; DB00065; DB06674; DB08904; DB08910; DB10772; DB13751
705,Cysteinyl leukotriene receptor 1,CYSLTR1,5353887,AF119711,Q9Y271,CLTR1_HUMAN,6RZ4; 6RZ5,CYSLTR1,CYSLTR1,HGNC:17451,Humans,DB00471; DB00549; DB00587; DB00716; DB01411; DB08855; DB11858
706,"High affinity 3',5'-cyclic-AMP phosphodiesterase 7A",PDE7A,5566609,L12052,Q13946,PDE7A_HUMAN,1ZKL; 3G3N; 4PM0; 4Y2B,PDE7A,PDE7A,HGNC:8791,Humans,DB09283
707,Retinoic acid receptor RXR-gamma,RXRG,1053069,U38480,P48443,RXRG_HUMAN,2GL8; 7A79,RXRG,RXRG,HGNC:10479,Humans,DB00210; DB00307; DB00459; DB00523; DB00755; DB00926; DB03756
708,ATP-sensitive inward rectifier potassium channel 11,KCNJ11,1088445,D50582,Q14654,KCJ11_HUMAN,6C3O; 6C3P; 7S5T; 7S5X; 7S5Y; 7S5Z; 7S60; 7S61,KCNJ11,KCNJ11,HGNC:6257,Humans,DB00222; DB00839; DB00867; DB00922; DB01016; DB01119; DB01154; DB11148
709,ADP/ATP translocase 2,SLC25A5,178661,M57424,P05141,ADT2_HUMAN,,SLC25A5,SLC25A5,HGNC:10991,Humans,DB00720
710,High affinity immunoglobulin gamma Fc receptor I,FCGR1A,31332,X14356,P12314,FCGR1_HUMAN,3RJD; 4W4O; 4X4M; 4ZNE; 8DIN; 8DIR; 8DJ7,FCGR1A,FCGR1A,HGNC:3613,Humans,DB00028; DB00087; DB00110; DB06607; DB14962
711,Interferon gamma receptor 1,IFNGR1,306915,J03143,P15260,INGR1_HUMAN,1FG9; 1FYH; 1JRH; 6E3K; 6E3L,IFNGR1,IFNGR1,HGNC:5439,Humans,DB00033; DB15753
713,Vitamin K epoxide reductase complex subunit 1,VKORC1,40217983,AY423044,Q9BQB6,VKOR1_HUMAN,6WV3; 6WV4; 6WV5; 6WV6; 6WV7; 6WVH,VKORC1,VKORC1,HGNC:23663,Humans,DB00170; DB00266; DB00498; DB00682; DB00946; DB01418
714,Creatine kinase M-type,CKM,180576,M14780,P06732,KCRM_HUMAN,1I0E; 7BF2,CKM,CKM,HGNC:1994,Humans,DB00148; DB13191
715,Alpha-1D adrenergic receptor,ADRA1D,177807,M76446,P25100,ADA1D_HUMAN,,ADRA1D,ADRA1D,HGNC:280,Humans,DB00298; DB00346; DB00368; DB00388; DB00457; DB00477; DB00590; DB00598; DB00692; DB00696; DB00697; DB00841; DB01049; DB01069; DB01136; DB01162; DB01365; DB04855; DB06207; DB06262; DB06764; DB09167; DB09195; DB09202; DB09204; DB09205; DB11124; DB11273; DB11278; DB13025; DB13345
717,Urokinase plasminogen activator surface receptor,PLAUR,37605,X51675,Q03405,UPAR_HUMAN,1YWH; 2FD6; 2I9B; 3BT1; 3BT2; 3U73; 3U74; 4K24; 4QTI; 7E17; 7V63,PLAUR,PLAUR,HGNC:9053,Humans,DB00013
719,T-cell surface antigen CD2,CD2,180081,M19806,P06729,CD2_HUMAN,1CDB; 1GYA; 1HNF; 1L2Z; 1QA9; 2J6O; 2J7I,CD2,CD2,HGNC:1639,Humans,DB00092
722,Inosine-5'-monophosphate dehydrogenase 2,IMPDH2,307066,J04208,P12268,IMDH2_HUMAN,1B3O; 1NF7; 1NFB; 6I0M; 6I0O; 6U8E; 6U8N; 6U8R; 6U8S; 6U9O; 6UA2; 6UA4; 6UA5; 6UAJ; 6UC2; 6UDO; 6UDP; 6UDQ; 8FOZ; 8FUZ; 8G8F; 8G9B; 9DMU,IMPDH2,IMPDH2,HGNC:6053,Humans,DB00688; DB00811; DB01024; DB04566
731,"Cytochrome P450 11B1, mitochondrial",CYP11B1,181333,M32879,P15538,C11B1_HUMAN,6M7X; 7E7F,CYP11B1,CYP11B1,HGNC:2591,Humans,DB00648; DB01011; DB05667; DB11837
